Instrument,Tank,Time,DateTime,  BV (Volts),Temperature,DO,  Q ()
MiniDot1,Tank24,1773917460,3/19/26 0:51,2.68,23.795,7.458,0.946
MiniDot1,Tank24,1773917580,3/19/26 0:53,2.68,23.803,7.446,0.946
MiniDot1,Tank24,1773917700,3/19/26 0:55,2.68,23.795,7.443,0.945
MiniDot1,Tank24,1773917820,3/19/26 0:57,2.68,23.795,7.456,0.946
MiniDot1,Tank24,1773917940,3/19/26 0:59,2.68,23.778,7.463,0.946
MiniDot1,Tank24,1773918060,3/19/26 1:01,2.68,23.795,7.445,0.945
MiniDot1,Tank24,1773918180,3/19/26 1:03,2.68,23.803,7.455,0.946
MiniDot1,Tank24,1773918300,3/19/26 1:05,2.68,23.803,7.459,0.947
MiniDot1,Tank24,1773918420,3/19/26 1:07,2.68,23.803,7.456,0.946
MiniDot1,Tank24,1773918540,3/19/26 1:09,2.68,23.787,7.445,0.945
MiniDot1,Tank24,1773918660,3/19/26 1:11,2.68,23.795,7.459,0.947
MiniDot1,Tank24,1773918780,3/19/26 1:13,2.68,23.803,7.443,0.946
MiniDot1,Tank24,1773918900,3/19/26 1:15,2.68,23.787,7.457,0.946
MiniDot1,Tank24,1773919020,3/19/26 1:17,2.68,23.795,7.458,0.947
MiniDot1,Tank24,1773919140,3/19/26 1:19,2.68,23.787,7.445,0.946
MiniDot1,Tank24,1773919260,3/19/26 1:21,2.68,23.778,7.459,0.947
MiniDot1,Tank24,1773919380,3/19/26 1:23,2.68,23.803,7.465,0.947
MiniDot1,Tank24,1773919500,3/19/26 1:25,2.68,23.787,7.46,0.947
MiniDot1,Tank24,1773919620,3/19/26 1:27,2.68,23.787,7.46,0.946
MiniDot1,Tank24,1773919740,3/19/26 1:29,2.68,23.787,7.46,0.946
MiniDot1,Tank24,1773919860,3/19/26 1:31,2.68,23.787,7.458,0.946
MiniDot1,Tank24,1773919980,3/19/26 1:33,2.68,23.795,7.447,0.946
MiniDot1,Tank24,1773920100,3/19/26 1:35,2.68,23.762,7.469,0.947
MiniDot1,Tank24,1773920220,3/19/26 1:37,2.68,23.778,7.449,0.946
MiniDot1,Tank24,1773920340,3/19/26 1:39,2.68,23.787,7.45,0.946
MiniDot1,Tank24,1773920460,3/19/26 1:41,2.68,23.778,7.454,0.946
MiniDot1,Tank24,1773920580,3/19/26 1:43,2.68,23.778,7.446,0.945
MiniDot1,Tank24,1773920700,3/19/26 1:45,2.68,23.778,7.459,0.947
MiniDot1,Tank24,1773920820,3/19/26 1:47,2.68,23.77,7.441,0.945
MiniDot1,Tank24,1773920940,3/19/26 1:49,2.68,23.77,7.444,0.946
MiniDot1,Tank24,1773921060,3/19/26 1:51,2.68,23.787,7.44,0.946
MiniDot1,Tank24,1773921180,3/19/26 1:53,2.68,23.778,7.444,0.946
MiniDot1,Tank24,1773921300,3/19/26 1:55,2.68,23.787,7.432,0.945
MiniDot1,Tank24,1773921420,3/19/26 1:57,2.68,23.762,7.449,0.946
MiniDot1,Tank24,1773921540,3/19/26 1:59,2.68,23.77,7.434,0.946
MiniDot1,Tank24,1773921660,3/19/26 2:01,2.68,23.778,7.434,0.946
MiniDot1,Tank24,1773921780,3/19/26 2:03,2.68,23.778,7.433,0.946
MiniDot1,Tank24,1773921900,3/19/26 2:05,2.68,23.753,7.453,0.947
MiniDot1,Tank24,1773922020,3/19/26 2:07,2.68,23.77,7.458,0.947
MiniDot1,Tank24,1773922140,3/19/26 2:09,2.68,23.753,7.452,0.947
MiniDot1,Tank24,1773922260,3/19/26 2:11,2.68,23.77,7.434,0.946
MiniDot1,Tank24,1773922380,3/19/26 2:13,2.68,23.762,7.445,0.947
MiniDot1,Tank24,1773922500,3/19/26 2:15,2.68,23.778,7.438,0.946
MiniDot1,Tank24,1773922620,3/19/26 2:17,2.68,23.762,7.455,0.947
MiniDot1,Tank24,1773922740,3/19/26 2:19,2.68,23.77,7.439,0.946
MiniDot1,Tank24,1773922860,3/19/26 2:21,2.68,23.77,7.435,0.946
MiniDot1,Tank24,1773922980,3/19/26 2:23,2.68,23.77,7.453,0.947
MiniDot1,Tank24,1773923100,3/19/26 2:25,2.68,23.762,7.444,0.946
MiniDot1,Tank24,1773923220,3/19/26 2:27,2.68,23.77,7.446,0.946
MiniDot1,Tank24,1773923340,3/19/26 2:29,2.68,23.762,7.447,0.946
MiniDot1,Tank24,1773923460,3/19/26 2:31,2.68,23.77,7.443,0.947
MiniDot1,Tank24,1773923580,3/19/26 2:33,2.68,23.753,7.455,0.947
MiniDot1,Tank24,1773923700,3/19/26 2:35,2.68,23.745,7.435,0.946
MiniDot1,Tank24,1773923820,3/19/26 2:37,2.68,23.753,7.45,0.946
MiniDot1,Tank24,1773923940,3/19/26 2:39,2.68,23.753,7.446,0.946
MiniDot1,Tank24,1773924060,3/19/26 2:41,2.68,23.753,7.448,0.946
MiniDot1,Tank24,1773924180,3/19/26 2:43,2.68,23.753,7.448,0.946
MiniDot1,Tank24,1773924300,3/19/26 2:45,2.68,23.745,7.437,0.946
MiniDot1,Tank24,1773924420,3/19/26 2:47,2.68,23.745,7.45,0.946
MiniDot1,Tank24,1773924540,3/19/26 2:49,2.68,23.762,7.442,0.946
MiniDot1,Tank24,1773924660,3/19/26 2:51,2.68,23.745,7.451,0.946
MiniDot1,Tank24,1773924780,3/19/26 2:53,2.68,23.736,7.457,0.947
MiniDot1,Tank24,1773924900,3/19/26 2:55,2.68,23.753,7.457,0.947
MiniDot1,Tank24,1773925020,3/19/26 2:57,2.68,23.745,7.467,0.947
MiniDot1,Tank24,1773925140,3/19/26 2:59,2.68,23.745,7.454,0.946
MiniDot1,Tank24,1773925260,3/19/26 3:01,2.68,23.77,7.446,0.946
MiniDot1,Tank24,1773925380,3/19/26 3:03,2.68,23.762,7.447,0.946
MiniDot1,Tank24,1773925500,3/19/26 3:05,2.68,23.762,7.459,0.947
MiniDot1,Tank24,1773925620,3/19/26 3:07,2.68,23.762,7.455,0.946
MiniDot1,Tank24,1773925740,3/19/26 3:09,2.68,23.753,7.454,0.946
MiniDot1,Tank24,1773925860,3/19/26 3:11,2.68,23.762,7.451,0.946
MiniDot1,Tank24,1773925980,3/19/26 3:13,2.68,23.787,7.434,0.945
MiniDot1,Tank24,1773926100,3/19/26 3:15,2.68,23.77,7.454,0.946
MiniDot1,Tank24,1773926220,3/19/26 3:17,2.68,23.778,7.447,0.946
MiniDot1,Tank24,1773926340,3/19/26 3:19,2.68,23.77,7.458,0.947
MiniDot1,Tank24,1773926460,3/19/26 3:21,2.68,23.778,7.449,0.946
MiniDot1,Tank24,1773926580,3/19/26 3:23,2.68,23.778,7.453,0.946
MiniDot1,Tank24,1773926700,3/19/26 3:25,2.68,23.787,7.458,0.947
MiniDot1,Tank24,1773926820,3/19/26 3:27,2.68,23.778,7.455,0.946
MiniDot1,Tank24,1773926940,3/19/26 3:29,2.68,23.795,7.444,0.946
MiniDot1,Tank24,1773927060,3/19/26 3:31,2.68,23.778,7.451,0.946
MiniDot1,Tank24,1773927180,3/19/26 3:33,2.68,23.787,7.455,0.946
MiniDot1,Tank24,1773927300,3/19/26 3:35,2.68,23.787,7.461,0.947
MiniDot1,Tank24,1773927420,3/19/26 3:37,2.68,23.803,7.458,0.947
MiniDot1,Tank24,1773927540,3/19/26 3:39,2.68,23.803,7.453,0.946
MiniDot1,Tank24,1773927660,3/19/26 3:41,2.68,23.795,7.462,0.947
MiniDot1,Tank24,1773927780,3/19/26 3:43,2.68,23.803,7.46,0.947
MiniDot1,Tank24,1773927900,3/19/26 3:45,2.68,23.795,7.446,0.946
MiniDot1,Tank24,1773928020,3/19/26 3:47,2.68,23.787,7.443,0.946
MiniDot1,Tank24,1773928140,3/19/26 3:49,2.68,23.795,7.447,0.947
MiniDot1,Tank24,1773928260,3/19/26 3:51,2.68,23.795,7.458,0.947
MiniDot1,Tank24,1773928380,3/19/26 3:53,2.68,23.803,7.446,0.946
MiniDot1,Tank24,1773928500,3/19/26 3:55,2.68,23.812,7.435,0.946
MiniDot1,Tank24,1773928620,3/19/26 3:57,2.68,23.812,7.435,0.946
MiniDot1,Tank24,1773928740,3/19/26 3:59,2.68,23.812,7.438,0.946
MiniDot1,Tank24,1773928860,3/19/26 4:01,2.68,23.795,7.45,0.947
MiniDot1,Tank24,1773928980,3/19/26 4:03,2.68,23.812,7.436,0.946
MiniDot1,Tank24,1773929100,3/19/26 4:05,2.68,23.803,7.439,0.946
MiniDot1,Tank24,1773929220,3/19/26 4:07,2.68,23.803,7.459,0.948
MiniDot1,Tank24,1773929340,3/19/26 4:09,2.68,23.82,7.432,0.946
MiniDot1,Tank24,1773929460,3/19/26 4:11,2.68,23.795,7.428,0.945
MiniDot1,Tank24,1773929580,3/19/26 4:13,2.68,23.803,7.445,0.947
MiniDot1,Tank24,1773929700,3/19/26 4:15,2.68,23.82,7.433,0.946
MiniDot1,Tank24,1773929820,3/19/26 4:17,2.68,23.803,7.446,0.946
MiniDot1,Tank24,1773929940,3/19/26 4:19,2.68,23.82,7.442,0.946
MiniDot1,Tank24,1773930060,3/19/26 4:21,2.68,23.803,7.432,0.946
MiniDot1,Tank24,1773930180,3/19/26 4:23,2.68,23.829,7.438,0.946
MiniDot1,Tank24,1773930300,3/19/26 4:25,2.68,23.829,7.447,0.947
MiniDot1,Tank24,1773930420,3/19/26 4:27,2.68,23.812,7.439,0.946
MiniDot1,Tank24,1773930540,3/19/26 4:29,2.68,23.812,7.45,0.947
MiniDot1,Tank24,1773930660,3/19/26 4:31,2.68,23.829,7.44,0.946
MiniDot1,Tank24,1773930780,3/19/26 4:33,2.68,23.845,7.45,0.947
MiniDot1,Tank24,1773930900,3/19/26 4:35,2.68,23.829,7.442,0.947
MiniDot1,Tank24,1773931020,3/19/26 4:37,2.68,23.829,7.432,0.946
MiniDot1,Tank24,1773931140,3/19/26 4:39,2.68,23.829,7.442,0.946
MiniDot1,Tank24,1773931260,3/19/26 4:41,2.68,23.845,7.435,0.946
MiniDot1,Tank24,1773931380,3/19/26 4:43,2.68,23.829,7.448,0.947
MiniDot1,Tank24,1773931500,3/19/26 4:45,2.68,23.837,7.43,0.945
MiniDot1,Tank24,1773931620,3/19/26 4:47,2.68,23.845,7.431,0.946
MiniDot1,Tank24,1773931740,3/19/26 4:49,2.68,23.837,7.44,0.946
MiniDot1,Tank24,1773931860,3/19/26 4:51,2.68,23.845,7.441,0.947
MiniDot1,Tank24,1773931980,3/19/26 4:53,2.68,23.837,7.439,0.946
MiniDot1,Tank24,1773932100,3/19/26 4:55,2.68,23.845,7.445,0.947
MiniDot1,Tank24,1773932220,3/19/26 4:57,2.68,23.854,7.436,0.946
MiniDot1,Tank24,1773932340,3/19/26 4:59,2.68,23.845,7.432,0.946
MiniDot1,Tank24,1773932460,3/19/26 5:01,2.68,23.845,7.447,0.947
MiniDot1,Tank24,1773932580,3/19/26 5:03,2.68,23.845,7.423,0.945
MiniDot1,Tank24,1773932700,3/19/26 5:05,2.68,23.854,7.429,0.946
MiniDot1,Tank24,1773932820,3/19/26 5:07,2.68,23.862,7.426,0.946
MiniDot1,Tank24,1773932940,3/19/26 5:09,2.68,23.854,7.441,0.947
MiniDot1,Tank24,1773933060,3/19/26 5:11,2.68,23.862,7.433,0.946
MiniDot1,Tank24,1773933180,3/19/26 5:13,2.68,23.87,7.426,0.946
MiniDot1,Tank24,1773933300,3/19/26 5:15,2.68,23.862,7.436,0.947
MiniDot1,Tank24,1773933420,3/19/26 5:17,2.68,23.87,7.427,0.947
MiniDot1,Tank24,1773933540,3/19/26 5:19,2.68,23.87,7.427,0.946
MiniDot1,Tank24,1773933660,3/19/26 5:21,2.68,23.879,7.425,0.946
MiniDot1,Tank24,1773933780,3/19/26 5:23,2.68,23.887,7.424,0.946
MiniDot1,Tank24,1773933900,3/19/26 5:25,2.68,23.879,7.435,0.947
MiniDot1,Tank24,1773934020,3/19/26 5:27,2.68,23.887,7.431,0.946
MiniDot1,Tank24,1773934140,3/19/26 5:29,2.68,23.879,7.416,0.946
MiniDot1,Tank24,1773934260,3/19/26 5:31,2.68,23.879,7.423,0.946
MiniDot1,Tank24,1773934380,3/19/26 5:33,2.68,23.896,7.424,0.946
MiniDot1,Tank24,1773934500,3/19/26 5:35,2.68,23.904,7.425,0.946
MiniDot1,Tank24,1773934620,3/19/26 5:37,2.68,23.887,7.42,0.946
MiniDot1,Tank24,1773934740,3/19/26 5:39,2.68,23.896,7.431,0.946
MiniDot1,Tank24,1773934860,3/19/26 5:41,2.68,23.879,7.434,0.946
MiniDot1,Tank24,1773934980,3/19/26 5:43,2.68,23.887,7.431,0.946
MiniDot1,Tank24,1773935100,3/19/26 5:45,2.68,23.887,7.441,0.947
MiniDot1,Tank24,1773935220,3/19/26 5:47,2.68,23.896,7.438,0.946
MiniDot1,Tank24,1773935340,3/19/26 5:49,2.68,23.904,7.44,0.946
MiniDot1,Tank24,1773935460,3/19/26 5:51,2.68,23.921,7.443,0.947
MiniDot1,Tank24,1773935580,3/19/26 5:53,2.68,23.904,7.441,0.946
MiniDot1,Tank24,1773935700,3/19/26 5:55,2.68,23.904,7.46,0.947
MiniDot1,Tank24,1773935820,3/19/26 5:57,2.68,23.912,7.446,0.946
MiniDot1,Tank24,1773935940,3/19/26 5:59,2.68,23.904,7.468,0.947
MiniDot1,Tank24,1773936060,3/19/26 6:01,2.68,23.921,7.457,0.946
MiniDot1,Tank24,1773936180,3/19/26 6:03,2.68,23.938,7.466,0.947
MiniDot1,Tank24,1773936300,3/19/26 6:05,2.68,23.954,7.456,0.946
MiniDot1,Tank24,1773936420,3/19/26 6:07,2.68,23.938,7.478,0.947
MiniDot1,Tank24,1773936540,3/19/26 6:09,2.68,23.929,7.471,0.946
MiniDot1,Tank24,1773936660,3/19/26 6:11,2.68,23.938,7.475,0.946
MiniDot1,Tank24,1773936780,3/19/26 6:13,2.68,23.946,7.474,0.946
MiniDot1,Tank24,1773936900,3/19/26 6:15,2.68,23.963,7.481,0.946
MiniDot1,Tank24,1773937020,3/19/26 6:17,2.68,23.963,7.484,0.946
MiniDot1,Tank24,1773937140,3/19/26 6:19,2.68,23.971,7.497,0.947
MiniDot1,Tank24,1773937260,3/19/26 6:21,2.68,23.971,7.485,0.946
MiniDot1,Tank24,1773937380,3/19/26 6:23,2.68,23.963,7.492,0.946
MiniDot1,Tank24,1773937500,3/19/26 6:25,2.68,23.954,7.492,0.946
MiniDot1,Tank24,1773937620,3/19/26 6:27,2.68,23.988,7.481,0.945
MiniDot1,Tank24,1773937740,3/19/26 6:29,2.68,23.963,7.504,0.946
MiniDot1,Tank24,1773937860,3/19/26 6:31,2.68,23.954,7.501,0.946
MiniDot1,Tank24,1773937980,3/19/26 6:33,2.68,23.963,7.5,0.946
MiniDot1,Tank24,1773938100,3/19/26 6:35,2.68,23.963,7.504,0.946
MiniDot1,Tank24,1773938220,3/19/26 6:37,2.68,23.971,7.502,0.946
MiniDot1,Tank24,1773938340,3/19/26 6:39,2.68,23.963,7.511,0.946
MiniDot1,Tank24,1773938460,3/19/26 6:41,2.68,23.988,7.507,0.946
MiniDot1,Tank24,1773938580,3/19/26 6:43,2.68,23.979,7.529,0.946
MiniDot1,Tank24,1773938700,3/19/26 6:45,2.68,24.005,7.534,0.947
MiniDot1,Tank24,1773938820,3/19/26 6:47,2.68,23.996,7.553,0.947
MiniDot1,Tank24,1773938940,3/19/26 6:49,2.68,24.005,7.549,0.946
MiniDot1,Tank24,1773939060,3/19/26 6:51,2.68,24.021,7.549,0.946
MiniDot1,Tank24,1773939180,3/19/26 6:53,2.68,24.021,7.553,0.945
MiniDot1,Tank24,1773939300,3/19/26 6:55,2.68,24.03,7.567,0.946
MiniDot1,Tank24,1773939420,3/19/26 6:57,2.68,24.038,7.58,0.946
MiniDot1,Tank24,1773939540,3/19/26 6:59,2.68,24.046,7.585,0.947
MiniDot1,Tank24,1773939660,3/19/26 7:01,2.68,24.038,7.584,0.946
MiniDot1,Tank24,1773939780,3/19/26 7:03,2.68,24.063,7.583,0.946
MiniDot1,Tank24,1773939900,3/19/26 7:05,2.68,24.03,7.589,0.946
MiniDot1,Tank24,1773940020,3/19/26 7:07,2.68,24.055,7.573,0.946
MiniDot1,Tank24,1773940140,3/19/26 7:09,2.68,24.055,7.597,0.947
MiniDot1,Tank24,1773940260,3/19/26 7:11,2.68,24.063,7.589,0.947
MiniDot1,Tank24,1773940380,3/19/26 7:13,2.68,24.072,7.588,0.947
MiniDot1,Tank24,1773940500,3/19/26 7:15,2.68,24.08,7.572,0.945
MiniDot1,Tank24,1773940620,3/19/26 7:17,2.68,24.088,7.591,0.946
MiniDot1,Tank24,1773940740,3/19/26 7:19,2.68,24.114,7.593,0.946
MiniDot1,Tank24,1773940860,3/19/26 7:21,2.68,24.105,7.598,0.946
MiniDot1,Tank24,1773940980,3/19/26 7:23,2.68,24.139,7.604,0.946
MiniDot1,Tank24,1773941100,3/19/26 7:25,2.68,24.13,7.628,0.947
MiniDot1,Tank24,1773941220,3/19/26 7:27,2.68,24.147,7.622,0.946
MiniDot1,Tank24,1773941340,3/19/26 7:29,2.68,24.155,7.617,0.946
MiniDot1,Tank24,1773941460,3/19/26 7:31,2.68,24.147,7.616,0.946
MiniDot1,Tank24,1773941580,3/19/26 7:33,2.68,24.172,7.617,0.947
MiniDot1,Tank24,1773941700,3/19/26 7:35,2.68,24.172,7.613,0.946
MiniDot1,Tank24,1773941820,3/19/26 7:37,2.68,24.181,7.611,0.946
MiniDot1,Tank24,1773941940,3/19/26 7:39,2.68,24.181,7.611,0.946
MiniDot1,Tank24,1773942060,3/19/26 7:41,2.68,24.172,7.623,0.946
MiniDot1,Tank24,1773942180,3/19/26 7:43,2.68,24.181,7.607,0.945
MiniDot1,Tank24,1773942300,3/19/26 7:45,2.68,24.181,7.625,0.946
MiniDot1,Tank24,1773942420,3/19/26 7:47,2.68,24.197,7.627,0.947
MiniDot1,Tank24,1773942540,3/19/26 7:49,2.68,24.197,7.634,0.946
MiniDot1,Tank24,1773942660,3/19/26 7:51,2.68,24.223,7.658,0.947
MiniDot1,Tank24,1773942780,3/19/26 7:53,2.68,24.231,7.67,0.946
MiniDot1,Tank24,1773942900,3/19/26 7:55,2.68,24.273,7.68,0.947
MiniDot1,Tank24,1773943020,3/19/26 7:57,2.68,24.281,7.698,0.947
MiniDot1,Tank24,1773943140,3/19/26 7:59,2.68,24.298,7.702,0.945
MiniDot1,Tank24,1773943260,3/19/26 8:01,2.68,24.323,7.733,0.947
MiniDot1,Tank24,1773943380,3/19/26 8:03,2.68,24.348,7.726,0.946
MiniDot1,Tank24,1773943500,3/19/26 8:05,2.68,24.34,7.743,0.947
MiniDot1,Tank24,1773943620,3/19/26 8:07,2.68,24.348,7.74,0.946
MiniDot1,Tank24,1773943740,3/19/26 8:09,2.68,24.374,7.754,0.946
MiniDot1,Tank24,1773943860,3/19/26 8:11,2.68,24.399,7.759,0.946
MiniDot1,Tank24,1773943980,3/19/26 8:13,2.68,24.39,7.585,0.948
MiniDot1,Tank24,1773944100,3/19/26 8:15,2.68,24.399,7.575,0.947
MiniDot1,Tank24,1773944220,3/19/26 8:17,2.68,24.348,6.747,0.945
MiniDot1,Tank24,1773944340,3/19/26 8:19,2.68,24.575,7.002,0.946
MiniDot1,Tank24,1773944460,3/19/26 8:21,2.68,24.634,3.536,0.945
MiniDot1,Tank24,1773944580,3/19/26 8:23,2.68,24.642,3.574,0.945
MiniDot1,Tank24,1773944700,3/19/26 8:25,2.68,24.642,3.58,0.945
MiniDot1,Tank24,1773944820,3/19/26 8:27,2.68,24.625,3.588,0.945
MiniDot1,Tank24,1773944940,3/19/26 8:29,2.68,24.609,3.609,0.945
MiniDot1,Tank24,1773945060,3/19/26 8:31,2.68,24.558,3.625,0.945
MiniDot1,Tank24,1773945180,3/19/26 8:33,2.68,24.541,3.629,0.946
MiniDot1,Tank24,1773945300,3/19/26 8:35,2.68,24.516,3.624,0.945
MiniDot1,Tank24,1773945420,3/19/26 8:37,2.68,24.474,3.62,0.946
MiniDot1,Tank24,1773945540,3/19/26 8:39,2.68,24.441,3.618,0.946
MiniDot1,Tank24,1773945660,3/19/26 8:41,2.68,24.399,3.62,0.946
MiniDot1,Tank24,1773945780,3/19/26 8:43,2.68,24.365,3.618,0.946
MiniDot1,Tank24,1773945900,3/19/26 8:45,2.68,24.332,3.626,0.946
MiniDot1,Tank24,1773946020,3/19/26 8:47,2.68,24.323,3.638,0.946
MiniDot1,Tank24,1773946140,3/19/26 8:49,2.68,24.298,3.664,0.946
MiniDot1,Tank24,1773946260,3/19/26 8:51,2.68,24.281,3.673,0.946
MiniDot1,Tank24,1773946380,3/19/26 8:53,2.68,24.265,3.679,0.946
MiniDot1,Tank24,1773946500,3/19/26 8:55,2.68,24.248,3.685,0.947
MiniDot1,Tank24,1773946620,3/19/26 8:57,2.68,24.239,3.686,0.946
MiniDot1,Tank24,1773946740,3/19/26 8:59,2.68,24.197,3.687,0.946
MiniDot1,Tank24,1773946860,3/19/26 9:01,2.68,24.164,3.693,0.946
MiniDot1,Tank24,1773946980,3/19/26 9:03,2.68,24.114,3.698,0.947
MiniDot1,Tank24,1773947100,3/19/26 9:05,2.68,24.105,3.721,0.946
MiniDot1,Tank24,1773947220,3/19/26 9:07,2.68,24.088,3.724,0.946
MiniDot1,Tank24,1773947340,3/19/26 9:09,2.68,24.072,3.732,0.947
MiniDot1,Tank24,1773947460,3/19/26 9:11,2.68,24.046,3.731,0.947
MiniDot1,Tank24,1773947580,3/19/26 9:13,2.68,24.03,3.732,0.947
MiniDot1,Tank24,1773947700,3/19/26 9:15,2.68,24.005,3.739,0.947
MiniDot1,Tank24,1773947820,3/19/26 9:17,2.68,23.971,3.741,0.947
MiniDot1,Tank24,1773947940,3/19/26 9:19,2.68,23.963,3.74,0.946
MiniDot1,Tank24,1773948060,3/19/26 9:21,2.68,23.929,3.747,0.946
MiniDot1,Tank24,1773948180,3/19/26 9:23,2.68,23.904,3.758,0.947
MiniDot1,Tank24,1773948300,3/19/26 9:25,2.68,23.879,3.764,0.946
MiniDot1,Tank24,1773948420,3/19/26 9:27,2.68,23.854,5.811,0.941
MiniDot1,Tank24,1773948540,3/19/26 9:29,2.68,23.803,4.368,0.946
MiniDot1,Tank24,1773948660,3/19/26 9:31,2.68,23.644,7.634,0.95
