Instrument,Tank,DateTime,Temperature,DO1,DO,"Temperature (W-CTD-02 22443169), °C","Absolute Pressure (W-CTD-02 22443169), kPa","Electrical Conductivity (W-CTD-02 22443169), µS/cm","Specific Conductivity (W-CTD-02 22443169), µS/cm",Salinity,"Total Dissolved Solids (W-CTD-02 22443169), mg/L"
DO1,Sump5,3/19/26 7:54,24.6,7.88,6.5,24.52,102.897,50874.6,51391.9,33.74,33068.5
DO1,Sump5,3/19/26 7:56,24.59,7.89,6.51,24.52,102.931,50944.4,51465.7,33.79,33113.84
DO1,Sump5,3/19/26 7:58,24.59,7.94,6.55,24.52,102.879,50871.3,51385.3,33.73,33066.34
DO1,Sump5,3/19/26 8:00,24.59,7.95,6.56,24.53,102.914,50869.6,51373.6,33.72,33065.22
DO1,Sump5,3/19/26 8:02,24.59,7.96,6.57,24.54,102.931,50905.6,51406.7,33.75,33088.63
DO1,Sump5,3/19/26 8:04,24.6,7.96,6.57,24.54,102.914,50885.4,51383,33.73,33075.48
DO1,Sump5,3/19/26 8:06,24.6,7.96,6.57,24.54,102.897,50914.6,51405.9,33.75,33094.48
DO1,Sump5,3/19/26 8:08,24.6,7.96,6.56,24.55,102.915,50955.1,51437,33.77,33120.82
DO1,Sump5,3/19/26 8:10,24.62,7.94,6.55,24.56,102.915,50925.8,51397.5,33.74,33101.79
DO1,Sump5,3/19/26 8:12,24.62,7.92,6.53,24.57,102.881,50900.5,51362.1,33.72,33085.34
DO1,Sump5,3/19/26 8:14,24.63,7.92,6.53,24.58,102.915,50942.7,51398.2,33.75,33112.78
DO1,Sump5,3/19/26 8:16,24.65,7.92,6.54,24.59,102.898,50948.9,51394.5,33.74,33116.8
DO1,Sump5,3/19/26 8:18,24.65,7.92,6.54,24.6,102.881,50930.9,51366.5,33.72,33105.08
DO1,Sump5,3/19/26 8:20,24.65,7.91,6.53,24.6,102.95,50956.2,51392,33.74,33121.55
DO1,Sump5,3/19/26 8:22,24.65,7.92,6.53,24.6,102.881,50943.9,51379.6,33.73,33113.51
DO1,Sump5,3/19/26 8:24,24.65,7.91,6.52,24.59,102.899,51014.9,51454.5,33.79,33159.68
DO1,Sump5,3/19/26 8:26,24.65,7.87,6.49,24.58,102.916,50971.4,51420.5,33.76,33131.44
DO1,Sump5,3/19/26 8:28,24.64,7.83,6.46,24.58,102.881,50950,51405.5,33.75,33117.53
DO1,Sump5,3/19/26 8:30,24.64,7.79,6.42,24.58,102.898,51012.1,51471.4,33.8,33157.83
DO1,Sump5,3/19/26 8:32,24.64,7.74,6.38,24.57,102.898,50985.5,51447.9,33.78,33140.6
DO1,Sump5,3/19/26 8:34,24.64,7.7,6.35,24.56,102.898,50968.1,51440.2,33.78,33129.25
DO1,Sump5,3/19/26 8:36,24.63,7.66,6.32,24.55,102.88,50974.3,51459.6,33.79,33133.27
DO1,Sump5,3/19/26 8:38,24.62,7.65,6.31,24.55,102.897,50994,51482.8,33.81,33146.09
DO1,Sump5,3/19/26 8:40,24.62,7.62,6.29,24.54,102.914,50948.9,51443.9,33.78,33116.8
DO1,Sump5,3/19/26 8:42,24.6,7.61,6.27,24.54,102.88,50970.3,51468.8,33.8,33130.71
DO1,Sump5,3/19/26 8:44,24.6,7.61,6.28,24.54,102.914,51000.8,51493,33.81,33150.5
DO1,Sump5,3/19/26 8:46,24.61,7.61,6.27,24.55,102.915,51020,51502.5,33.82,33162.98
DO1,Sump5,3/19/26 8:48,24.62,7.61,6.28,24.57,102.898,50999.6,51468.8,33.8,33149.77
DO1,Sump5,3/19/26 8:50,24.63,7.62,6.28,24.58,102.898,51086.1,51539.5,33.85,33205.98
DO1,Sump5,3/19/26 8:52,24.64,7.62,6.29,24.59,102.899,51055.6,51498.8,33.82,33186.11
DO1,Sump5,3/19/26 8:54,24.65,7.62,6.29,24.59,102.899,51077.6,51521.1,33.84,33200.45
DO1,Sump5,3/19/26 8:56,24.65,7.62,6.29,24.59,102.898,51096.3,51543.2,33.85,33212.6
DO1,Sump5,3/19/26 8:58,24.65,7.62,6.28,24.58,102.916,51074.8,51528.1,33.84,33198.61
DO1,Sump5,3/19/26 9:00,24.64,7.61,6.27,24.57,102.915,51064.6,51527.7,33.84,33192
DO1,Sump5,3/19/26 9:02,24.64,7.61,6.27,24.57,102.898,51046.5,51512.8,33.83,33180.24
DO1,Sump5,3/19/26 9:04,24.63,7.61,6.27,24.55,102.88,50994.6,51476.8,33.8,33146.47
DO1,Sump5,3/19/26 9:06,24.62,7.62,6.29,24.54,102.931,50886.5,51387.4,33.74,33076.19
DO1,Sump5,3/19/26 9:08,24.61,7.64,6.3,24.54,102.863,50823.6,51324,33.69,33035.37
DO1,Sump5,3/19/26 9:10,24.6,7.65,6.31,24.54,102.914,50814.7,51314.9,33.68,33029.54
DO1,Sump5,3/19/26 9:12,24.6,7.66,6.32,24.53,102.88,50841,51348.1,33.71,33046.64
DO1,Sump5,3/19/26 9:14,24.6,7.67,6.33,24.53,102.88,50860.1,51364,33.72,33059.05
DO1,Sump5,3/19/26 9:16,24.6,7.69,6.35,24.56,102.949,50913.5,51391.7,33.74,33093.76
DO1,Sump5,3/19/26 9:18,24.63,7.71,6.36,24.58,102.916,50983.9,51433.1,33.77,33139.52
DO1,Sump5,3/19/26 9:20,24.64,7.73,6.38,24.6,102.951,51017.7,51447.5,33.78,33161.52
DO1,Sump5,3/19/26 9:22,24.66,7.75,6.39,24.61,102.951,51039.2,51455.9,33.79,33175.46
DO1,Sump5,3/19/26 9:24,24.68,7.76,6.4,24.62,102.917,51080.4,51487.7,33.81,33202.29
DO1,Sump5,3/19/26 9:26,24.68,7.77,6.41,24.63,102.9,51046,51449.6,33.79,33179.87
DO1,Sump5,3/19/26 9:28,24.68,7.75,6.4,24.62,102.917,51061.2,51471.6,33.8,33189.79
DO1,Sump5,3/19/26 9:30,24.68,7.75,6.39,24.61,102.933,51094.6,51521.7,33.84,33211.48
